full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
"#LokSabhaElections2019 In 2017, a video featuring Tej Bahadur Yadav in army fatigue went viral after he alleged that poor quality food was being served to security forces serving at the border.

https://t.co/CpgD65WP6s",1,0,1,0,0,0,0,1,0,0,0,0,0,0
"#LokSabhaElections2019
In an exclusive interview to India Today's @PoulomiMSaha, BJP candidate @GautamGambhir opens up on why he chose to enter politics, his thoughts on Hemant Karkare and the voter ID row. Listen in. #ITVideo
https://t.co/Nounxo6IKQ https://t.co/wU3UKoZklm",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"No wonder @willfowles and I are excited. Fiona McLeod is a progressive, climate-focused candidate with a strong record on integrity and law reform - great for Higgins. @LaborForHiggins #Election2019 #auspol19 https://t.co/XZeHcE57XC",0,0,0,0,1,0,0,0,0,0,0,0,0,1
".@GautamGambhir denied holding 2 voter ID cards, and said that 'when a party has no vision &amp; has not done anything in the last four and a half years, they stoop to these levels of allegations'. 
@BJP4India @AamAadmiParty @AtishiAAP #LokSabhaElections2019
https://t.co/q5YTA69q23",1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Victory or defeat in an electoral battle is NOT decided till the last vote has been counted. That could be your vote.
There are 240 LS seats in next 4 phases of polling. If polling is happening in your constituency, vote. Sitting it out is not an option. #LokSabhaElections2019",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ElectionsWithHT | Terrorism is the biggest threat to faith, tourism: PM @narendramodi in Ambedkar Nagar, Uttar Pradesh 

Follow LIVE updates: https://t.co/PIU8kiWa7z

#LokSabhaElections2019 https://t.co/Qj00lW5RDr",1,0,0,1,0,0,1,1,0,0,0,1,0,0
"NSD AIR is broadcasting a special live programme â€“ #JANADESH 2019, ""in-depth analysis on ""Indian Economy""

Tune into FM Gold from 4.05 PM.

#PollsWithAIR | #LokSabhaElections2019 https://t.co/mRQmK8Y3Cn",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The poor want to move out of poverty, every labourer wants to move ahead in life. All they need is a support system: PM #Modi in #AmbedkarNagar | #LokSabhaElections2019 #LIVE #Updates: https://t.co/Iy4RNX8z32 https://t.co/WRm1cIJxyh",0,0,0,0,0,1,0,1,0,0,0,1,0,0
"Received an overwhelming response while campaigning for Bibi @jagir_kaur today at Bhagwansar, Jandiala Guru. During this, @INCPunjab leader S. Ranbir Singh Rana parted ways with Congress &amp;  joined @Akali_Dal_. #RajNahiSewa #LokSabhaElections2019 #ShiromaniAkaliDal https://t.co/AqmLoo6jDB",0,0,0,0,1,0,0,0,0,0,0,0,0,0
#EXCLUSIVE â€“ These are all @AITCofficial goons but I donâ€™t want to get provoked at all. Iâ€™ll go to the next booth and avoid them: @SuPriyoBabul tells CNN-News18â€™s @Sougata_Mukh. | #ElectionsWithNews18 #BattleOf2019 #LokSabhaElections2019 https://t.co/QrWaX4BR9r,0,0,0,0,0,1,0,0,0,0,0,0,0,1
His trepidation is well understood as he knows the plot of Asansol is lost. Blaming opposition political parties for his own inefficiencies and poor organization is unfair. His theatrics and tantrums to stay in the national news will continue throughout the day. Enjoy d fun. https://t.co/TxkCKCZRJk,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"""At this point in time, the one who is responsible for protecting the nation is the one who is creating chaos and disorder,"" Jaya Bachchan said in #Lucknow.
#LokSabhaElections2019 #ElectionsOutlook 

https://t.co/oEcBUIx2Xi",1,0,1,0,0,0,0,0,0,0,0,0,0,1
Please you all the politicians @ncbn @MamataOfficial @Mayawati @yadavakhilesh #SharadPawar @NitishKumar see this result of survey. 47% ppl want @RahulGandhi to become PM and 53% ppl want Modi Ji. Means only 6% more ppl want Modi n itâ€™s not a big difference https://t.co/SEGaT22pTe,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Here's @htTweets' special coverage of #Elections2019 from #Delhi.

**Fight for capital's heart has local issues coming to fore

**Elections bring good tidings for capital's homeless but many are left out

Great job by @sweta_goswami, 
@VatsalaShrangi, @Aaliyasir https://t.co/8uNuSgL2DG",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"#ElectionsWithHT | Congress asks Shamsher Singh Dullo to quit after son files papers as AAPâ€™s Fatehgarh Sahib candidate

https://t.co/HTLG3qNhAS

#LokSabhaElections2019 https://t.co/yTlx6fJTEF",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""The Indira Gandhi led Congress in 1971 promised to eradicate poverty. However, it remained a pipe dream. This #NYAYScheme would meet a similar fate,"" @VasundharaBJP tells @asnaniraajesh in this exclusive. @BJP4Rajasthan
#LokSabhaElections2019 
https://t.co/uuuJvUNZl5",0,1,0,0,0,1,0,0,1,0,0,1,0,0
"In his interview with Akshay Kumar, PM Modi revealed that he had been allotted govt land in Gujarat when he was an MLA. At the time that Modi says he was allotted this land, the govt in question was his own. https://t.co/6nSMIJ4WSs 
#LokSabhaElections2019",0,0,0,0,0,0,1,0,1,0,0,0,1,0
"#Phase4 #IndiaElections2019Â is today . Appeal to all  to #GoVote and make vote count in the largest festival of Indian Democracy .My #SandArt With message #MyVoteMatters at Puri beach, #Odisha. https://t.co/e0VyuGm4gx",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Door to door campaign in full swing at Kashipur area under North Kolkata LS constituency in support of LF nominated CPIM candidate Comrade Kaninika Basu. Defeat BJP-TMC, elect Left and ensure Secular Govt at the Center. #Vote4Left
#LokSabhaElection2019 https://t.co/gdwV9DVVkT",0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Contempt case against Rahul Gandhi in Supreme Court: Matter to be now heard on May 6
Track #LokSabhaElections2019 #LIVE updates here https://t.co/Kz9620rkcj https://t.co/ARz9DWb7sP",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"à´žà´¾àµ» à´Žàµ»àµà´±àµ† à´ªàµ—à´°à´¾à´µà´•à´¾à´¶à´‚ à´µà´¿à´¨à´¿à´¯àµ‹à´—à´¿à´šàµà´šàµ. à´¨à´¿à´™àµà´™à´³àµà´‚ à´µà´¿à´¨à´¿à´¯àµ‹à´—à´¿à´•àµà´•àµà´•.
Voting is our democratic right and responsibility. I have exercised my right, so should all of you. Every vote counts!
#Elections2019 https://t.co/yYQXhjDoGq",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#ElectionsOutlook | @parthajitpawar, son of @NCPspeaks leader @PawarSpeaks who is making his debut in the #LokSabhaElections shares he will be given no special treatment for being a family member. Interview by PRACHI PINGLAY-PLUMBER

Read Here: https://t.co/MSMTJXljB5 https://t.co/weUKR1jOw8",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Shiv Sena has lost its shine this election. Partyâ€™s campaign is totally dull, speeches boring. Voters angry with SS for its double speak.Sena may lose more seats than BJP in Maharashtra. Plus @RajThackeray has pushed them in corner. #LokSabhaElection2019",1,0,1,1,0,0,1,1,0,0,0,1,0,0
"Here are the ones who #GotInked today. Did you?
Share your selfies with us with the hashtag #GotInked.
#LokSabhaElections2019 
@CricprabhuÂ @AfaquiAhmad @vaishnviphoenix @Iamsheetkantha @PramodTater @m_parija @shraddhakartik @meenakshitweets @ramanuj62625763 @ILoveNature9137 https://t.co/Q3rmLyJaBw",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I am proud to be born in a democratic nation, where we have the right to choose our candidate who will be our voice in the Parliament.
PR team @parulchawla9 â¤ï¸
#PollingDay #Elections2019 https://t.co/DG5F618Gxb",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"#UnfoldingIndianElections with #MIC.  All 4 phases of #LokSabhaElections2019 in #Maharashtra now completed. 

Here is the comparative Chart of Voting Turnout of 2014 &amp; 2019 elections.

#Gadchiroli-Chimur, #Kolhapur &amp; #Hatkanagale again registered more than 70% voting in 2019. https://t.co/WTrDzVZ9vg",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lineage legacy is something #AnuragThakur, son of former #HimachalPradesh CM #PremKumarDhumal has to overcome to win in #Hamirpur. He is a three-time member of #Parliament and is taking on #RamLalThakur of the #Congress in #LokSabhaElections2019 
https://t.co/LtGEtK0cG6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""@INCIndia has been using the poor as a vote bank,"" PM @narendramodi said at the rally in #Ayodhya. 
#VotingPhase5 #LokSabhaElections2019 

https://t.co/yn6NuIeTah",0,0,1,0,0,0,1,0,0,0,0,0,0,1
Empowerment assumes different meanings for different people. But this is one opportunity when every Indian is equally empowered to express their opinions. #Phase3 #GeneralElections2019 #VoteKar https://t.co/IoEjn5ojwM,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6. He claims in the same book that it was during this period that he donned the avatar of a â€œsanyasiâ€. 

Did Bal Narendra find a magical way to be at multiple places at the same time? #LokSabhaElections2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#NewsAlert -- Big blow to Mamata Banerjee (@MamataOfficial) ahead of the 5th phase of elections | @Sougata_Mukh with more details 

#BattleOf2019 #ElectionsWithNews18 #LokSabhaElections2019 https://t.co/aNLDf6qgYI",0,0,0,0,0,0,0,0,0,0,1,0,0,0
#ElectionAlert -- The way @MamataOfficial and her goons had spread violence in the panchayat elections showed that there is no democracy in the state. These elections are more important for Bengal than the rest of the country: @AmitShah | #ElectionsWithNews18 https://t.co/X8mSokipDE,1,0,0,1,0,0,0,1,0,0,0,0,0,0
#ElectionAlert -- TMC govt is a corrupt govt. The culture of Bengal has been ruined by the state govt. @INCIndia and Communists can't fight against @MamataOfficial. Only @BJP4India can defeat her and bring peace and harmony in West Bengal: @AmitShah | #ElectionsWithNews18 https://t.co/BCaqCI7PTC,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"Rahul Gandhi tells SC he expresses complete regret for linking SC order on Rafale review petition to 'Chowkidar chor' jibe. SC asks Gandhi's counsel ""you take 22 pages of affidavit to express regret?""

LIVE: https://t.co/jSDud8CIg7

#ElectionsWithTimes  #LokSabhaElections2019 https://t.co/Iyw5AiEd8u",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Inspired by the ""love and affection"" that she had received from the constituency of #Chandigarh, @KirronKherBJP said that she was confident of winning the #2019LokSabhaPolls by a bigger margin  https://t.co/yowCtTUxjo",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"As we voted, we encountered empty booths in south Mumbai. As of 4pm, voter turnout in south Mumbai 38.22% against 44.66% in north Mumbai. Typical south Mumbai apathy. #LokSabhaElection2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"For all information related to the election process, use the #GoCall 1950 or the 'Voter Helpline' app or go to https://t.co/RWkpHZPiUu     . 

#GeneralElections2019 #LokSabhaElections2019 https://t.co/uKWMhUvSrB",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019 | A crying need to fix the basics first, dream later in West Delhi

(@soumya_pillai reports) 

https://t.co/x4SEr7HgFG

#ElectionsWithHT
#Elections2019 https://t.co/l00yvzlEpD",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A Chronic Liar represented us for last 5 yrs by continuously misleading innocent ppl by throwing fake stats.

Now, with #Phase4 elections going on, ppl shld vote for @INCIndia which has in the past 'Delivered as Promised' &amp;will continue to do so.
@INCIndia
https://t.co/HgUZj1UdGv",1,0,1,0,0,0,1,0,0,0,0,0,1,0
"Interesting how one debate proposal I tweeted on Sunday has become one of the biggest talking points of #LokSabhaElection2019 ðŸ˜„

ðŸ‘‡ðŸ»ðŸ‘‡ðŸ»
https://t.co/OgawSFvFMC https://t.co/tO697tv1g9",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chowkidari Toh Sahi Par Bolo Naukri Kahan? - Roy ft. #BhaktBanerjee... pump up the volume and bass on @YouTubeIndia 
As India gets into #VotingRound4 - #TheDeshBhakt urges people to vote wisely!
#VoteKarMumbai 
Listen / Enjoy / Share / RT! - https://t.co/KbIsBRrcmZ https://t.co/i7pGj1LjMi",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ANI quotes West Bengal CM @MamataOfficial: Narendra Modi hasn't done any work in last 5 years &amp; has no achievements to show. Hence, he's trying to divide people on religious lines, hoping that would get him votes. 

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/9xllToDd9T",0,0,0,0,0,0,1,0,0,0,0,0,1,0
I dont know about polling booth....but that's where the EC Headquarters is these days ... as the MCC is ripped apart by powerful forces. https://t.co/GXmjNwftE5,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Hemant Karkare was Mumbaiâ€™s original hero who laid his life fighting terrorists.Hope Mumbaikar will teach lesson to those who have insulted Karkareâ€™s sacrifice. #MumbaikarVoteKar,1,0,0,1,0,0,1,1,0,1,0,0,0,0
"Election Commission bars Jitubhai Vaghani, Gujarat BJP President from election campaigning for 72 hours starting from 4 pm tomorrow, for violating Model Code of Conduct during his election campaign held at Amroli in Surat on 7th April. #LokSabhaElections2019 (file pic) https://t.co/FOog68QRa6",0,0,0,0,0,0,1,0,0,0,0,0,1,0
"This #LokSabhaElection2019, cast your vote wisely and without being influenced by considerations of religion, race, caste, community, language or any inducement. 
#GoEthical #GeneralElections2019 https://t.co/PoAjCcILJm",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Samajwadi Party changes candidate from #Varanasi; fields whistleblower jawan Tej Bahadur who exposed the quality of food served to jawans

@minakshibhanja1 gets the details

#LokSabhaElections2019 #IndiaVotes #GetInked #IndiaElections2019 https://t.co/6BwWJokcDt",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"@MrsGandhi @RahulGandhi I was wondering that How Rahul Gandhi can managed this huge crowd. 
#PhirEkBaarModiSarkar #LokSabhaElections2019 #KahoDilSeNitinJiPhirSe @nitin_gadkari @NANA_PATOLE @INCIndia @INCMaharashtra @AshokChavanINC https://t.co/yocWVGVPdr",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Your vote today will shape our nation's tomorrow. I urge everyone to cast their votes in this festival of democracy and ensure maximum participation from everyone. For a Strong India, For a Safe India, #VoteKar India.
#LokSabhaElection2019 
#Phase4 https://t.co/aAVbVfuytD",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Grateful to Hon'ble CM @Capt_Amarinder Ji for his constant support and coming down to Ropar for my nomination filing. I am sure his presence is going to make the day extremely memorable and encourage unprecedented participation from the locals!

#TuhadaManish
#LokSabhaElections https://t.co/Jg4KnesVik",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"I saw Twinkle Khanna vote, can anyone in the media get me images of the most nationalist anchor / actor Shree Akshay Kumar ji voting with #Mumbaikars in the #FourthPhase of the #LokSabhaElection2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"à¬¦à¬¿à¬²à­à¬²à­€à¬°à­‡ à¬¨à¬¿à¬°à­à¬¬à¬¾à¬šà¬¨ à¬•à¬®à¬¿à¬¶à¬¨à¬™à­à¬•à­ à¬­à­‡à¬Ÿà¬¿à¬²à­‡ à¬®à­à¬–à­à­Ÿà¬®à¬¨à­à¬¤à­à¬°à­€ à¥¤ à¬¬à¬¾à¬¤à­à­Ÿà¬¾ â€˜à¬«à­‹à¬¨à¬¿â€™ à¬ªà¬¾à¬‡à¬ à¬ªà¬¾à¬Ÿà¬•à­à¬°à¬¾ à¬¨à¬¿à¬°à­à¬¬à¬¾à¬šà¬¨ à¬¤à¬¾à¬°à¬¿à¬– à¬˜à­à¬žà­à¬šà¬¾à¬‡à¬¬à¬¾à¬•à­ à¬…à¬¨à­à¬°à­‹à¬§ à¥¤ https://t.co/7d5PtQLvvi
 #ElectionWithKanakNews #Election2019 #CycloneFani #Patkura #ECI @Naveen_Odisha https://t.co/YdBGqtm2vn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
#ElectionAlert â€“ @BJP4India has not kept their promises which they made in 2014. PM is not just a worker of a political party. He is the PM of our country and therefore should come forward and explain what work has he done in the past 5 years: @SachinPilot. | #ElectionsWithNews18 https://t.co/uiOfjmuXJX,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"On #InternationalLabourDay, let's honour the 11 million diligent polling officials for their grit, determination and dedication in conducting #LokSabhaElections2019 so that each elector can #GoVote in the
#DeshKaMahaTyohar https://t.co/qY2ka387DI",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"#Elections2019|Rajasthan votes in 2 phases on Apr 29 &amp; May 6, @Parikshitl w/Rajasthan,Deputy CM-@SachinPilot to understand what issues is @INCIndia focussing on &amp; what he feels about the personality contest by the parties escpecially @BJP4India
#ElectionCaravan #CNBCTV18Exclusive https://t.co/5rT7kjdnTb",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The sick mentality of this govt towards the elderly baffles me.Are the elderly not allowed to make a living?
The larger pt of this article though is that PSUs hv been ignored &amp; are now being divided,most likely,for privatisation!Why?Major losses incurred by BSNL were due to JIO. https://t.co/NyKfZvmfls",0,0,1,0,0,0,1,1,0,0,0,0,0,1
"The @INCIndia slammed the #Modigovt over the issue of minimum support prices, alleging that farmers are getting 20 per cent less than MSP @NH_India #LokSabhaElection2019 https://t.co/kO5JPtHI75",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Your one vote in 2014 gave India a decisive leadership which has significantly enhanced India's prestige and strength in the world.

I appeal to all the voters of #VotingRound4 to go out and vote in large numbers so that the saga of the development continues!",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A humble appeal to all voters to come out in large numbers and ensure a strong decisive @BJP4India government led by Shri @narendramodi ji. 
One vote of yours will make all the difference in shaping the future of our country. 
#FirEkBaarModiSarkar
#Phase4",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Watch | Accompanied by father David Dhawan, actor @Varun_dvn helped an elderly woman climb steps at a polling station

Read more: https://t.co/u0bONzI0fs 

#ElectionsWithHT #LokSabhaElections2019 #Phase4 #VotingRound4 https://t.co/CZISZ3EPuT",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"After he was heavily criticised for not voting in the polls held for six Lok Sabha seats in #Mumbai, actor #AkshayKumar dodged questions on his conspicuous absence. #LokSabhaElection2019 https://t.co/J79b2dceic",1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Ex-BSF constable #TejBahadurYadav told IANS, ""Today I filed the nomination papers from #Varanasi as #SamajwadiParty candidate.""

#Dangal2019 #LokSabhaElections2019 #GeneralElection2019 

Photo: IANS https://t.co/Jb3K1nu3QI",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DG Law &amp; Order #UPPolice, Sri Anand Kumar addressed IPS probationers of 71 RR &amp; gave them a broad overview of planning &amp; execution strategy of elections.
The probationers are in state as part of their exposure attachment during Vth phase of #LokSabhaElection2019. https://t.co/YV50eTFlU6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019 in your State!
#Jharkhand and #WestBengal go to polls in Phase V on May 6 along with 5 other States #GoVote https://t.co/EpNYhRDQu7",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I guess @rameshbidhuri and @boxervijender should get some msg,  seeing the Trailer by @raghav_chadha ... This is how the opponent will be kicked from #LokSabhaElections2019 https://t.co/2Te9qnE1mS",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"A strong road network, enhanced air connectivity, self reliance in power production, right to service, prosperity for farmers and students. These are the hallmarks of the SAD-BJP government. Let's bring back #Punjab's days of glory. #WePromisedWeDelivered #LokSabhaElections2019 https://t.co/OJz92XLOgk",0,1,0,0,0,1,0,0,1,0,0,0,0,0
"No #democracy for the poor? Data shows richer candidates have a much higher chance of winning #Indianelections | @_sabanaqvi | https://t.co/z3TDrR2m6T
#LokSabhaElections2019 #NarendraModi #ElectionCommission #ElectoralBonds https://t.co/A0PdVCtuxR",0,1,1,0,0,0,1,1,0,0,0,0,0,0
"#NewsAlert -- I have understood the pain of the poor, I understand their illness. To fight this I have introduced the Ayushman Scheme: PM @narendramodi in Ayodhya, Uttar Pradesh 

#BattleOf2019 #ElectionsWithNews18 #LokSabhaElections2019 https://t.co/lXqki7GFEj",1,0,1,0,0,1,0,1,0,0,0,1,0,0
"As I put my signatures on nomination papers as #LokSabha candidate from #Ferozepur, I felt  touched by the love &amp; enthusiasm of the people who came to greet me. I commit myself to serving the people &amp; making Ferozepur the envy of countrymen in development. #LokSabhaElections2019 https://t.co/L6UHdARwz7",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Vote to get NYAY for India.
Vote for the development of the country, for Youths, Farmers and Women.
#VoteForChange #VoteForNewIndia https://t.co/PApG38xx78",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019
Rahul Gandhi needs a miracle to become PM, says Union minister @Manekagandhibjp. Listen in why she said so. #ITVideo
( @Ankit_Tyagi01 )
https://t.co/NounxnP7mg https://t.co/4Y4WgRvOQj",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"We appreciate Kangana Ranaut for expressing bitter truth that ""Situation was very bad when @INCIndia was in govt and we were servants of Mughal, British and Italian governments,""  after casting her vote.

 #LokSabhaElections2019
#IndiaVotesForNaMo #MumbaikarVoteKar",1,0,0,0,0,0,1,1,0,0,0,1,0,0
Why waste time in court. Wait for BJP to scrap Article 370. It will automatically debar us from fighting elections since Indian constitution wonâ€™t be applicable to J&amp;K anymore. Na samjho gay tou mit jaouge aye Hindustan walo. Tumhari dastaan tak bhi na hogi dastaano main. https://t.co/3mvp2lndv2,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"Punctuality is always a virtue!
In Bilawar in Jammu &amp; Kashmir, polling parties have been dispatched for the #LokSabhaElections2019 
#IndiaElections2019 https://t.co/ZMPvVZSHgW",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The huge gathering of people attending the election ""Road show"" &amp; ""door-to-door"" campaign, clearly establishes our victory. The way you all are supporting the election campaign, vote for @Akali_Dal_ with the same enthusiasm on the voting day. #RajNahiSewa #LokSabhaElections2019 https://t.co/55Z4kGkG4Y",0,0,0,0,1,1,0,0,0,0,0,0,0,1
#ElectionAlert -- The fight is about development and issues that affect people. It is only PM @narendramodi who is worried about who will become the PM; not us: @priyankagandhi | #ElectionsWithNews18 https://t.co/zx0p2gW1ac,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"If this is true, it is really sad that @BJP4India has resorted to such cheap tricks and is trying to sabotage our electoral program.

Free and fair election is the cornerstone of our democracy and we must unite to  fight against such electoral malpractices. https://t.co/w00afw5hqw",1,0,1,0,0,0,1,1,0,0,0,0,1,0
"Didi (Mamata Banerjee), on 23 May when the results will come, lotus will bloom everywhere and your MLAs will leave you. Even today, didi, 40 of your MLAs are in contact with me: PM @narendramodi in Serampore, West Bengal 

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/PkdZVfgKGa",0,1,0,0,0,1,0,0,0,1,0,1,0,0
"The Arthia Association in Majitha and Mazdoor Union extended full support to S. @HardeepSPuri , @Akali_Dal_- @BJP4India candidate from #Amritsar. Thank you for extending your love, respect and support to Shiromani Akali Dal. #RajNahiSewa #LokSabhaElections2019 #ShiromaniAkaliDal https://t.co/oGdFtaNQKM",0,0,0,0,1,1,0,0,0,1,0,1,0,0
#ElectionAlert -- PM @narendramodi is afraid of me that is why obstacles are being created for me. This has been the case since the day I filed my nomination. I have responded to all notices that have been sent to me: Tej Bahadur Yadav | #ElectionsWithNews18 https://t.co/bNNssYZIXc,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"#ElectionsWithNews18 

@BJP4Indiaâ€™s 'Saffron Senapati' &amp; Star campaigner

Uttar Pradesh CM @myogiadityanath speaks to @bhupendrachaube 

On EC ban after his communal comment 

The Exclusive interview with Yogi Adityanath on #Rajneeti

Tonight at 9PM 

#YogiToNews18 #BattleOf2019 https://t.co/CSPRXLSiNn",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Proud to #vote. Log on to https://t.co/fOpZsCoLId fill your credentials as per your voter id, get your slip note your room no and serial no, and vote fast. #MumbaikarVoteKar #IndianElections2019 #phase4 #MumbaiVotes #InkedForIndia #inked https://t.co/EdJOtkA4vS",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"As #VotingRound1 for #LokSabhaElections2019 and #OdishaElections2019 begins,  I request all voters of #Berhampur, #Kalahandi, #Nabarangpur &amp; #Koraput, especially first time voters to come out in large numbers to cast their votes for a shining #Odisha",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"55 years of Struggle. 
30 years of Service.
That's my life.
Watch this video to see how my service is reciprocated in terms of love and blessings.

@bjd_odisha #LokSabhaElections2019 
#OdishaElections2019
#Kandhamal #Odisha https://t.co/rYQGvbL87i",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"#LokSabhaElections2019 
A high-intensity contest is brewing with the BJP pitting Malegaon blasts accused Pragya Singh Thakur against Congress' Digvijaya Singh.
#IndiaTodayMagazine 
Subscribe: https://t.co/vH0aaYTDhj
https://t.co/RqKcnt918v",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"#LokSabhaElections2019
In an exclusive interview with India Today's @PoojaShali, former Delhi CM @SheilaDikshit talks about the personal attacks on @RahulGandhi. Listen in. #ITVideo
https://t.co/NounxnP7mg https://t.co/mSURPCvD1c",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"'We are here to defeat the politics of hate' says Dy CM @msisodia to volunteers of @AAPRajasthan who are here to lend their shoulders to the wheels of AAP's Delhi campaign
#battleof2019 https://t.co/5CMHIOfzK5",0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Held Nukkad Sabhas in Nangli Sakrawati ward's Arjun Park, Ghasipura and Rajaji Enclave. Elders, Young aged and Children turned up equally to take part in this mission of #FirEkBaarModiSarkar.
#ParveshAgain 
#LokSabhaElections2019 https://t.co/wVJlj3RsmW",0,0,0,0,0,1,0,0,0,0,0,0,0,0
#RockTheVote with award-winning lyricist &amp; dialogue writer @manojmuntashir who talks about growing up in #Amethi &amp; says 'Wahaan chai ki tapriyon par poore desh ki #Rajneeti tey hoti thi' #Elections2019 #LokSabhaElections2019 @sumitkilam https://t.co/NuJKchwRVP,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I will be visiting Tigri constituency today at 4 pm to meet all the residents and take their blessings and support for #LokSabhaElections2019. Request everyone to join me at Mother Dairy in Tigri. ðŸ™ #AbHogaNYAY,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Had a wonderful interaction with all our party leaders and workers of South Delhi today. Looking forward to work with all of you. 
#AbHogaNyay 
#LokSabhaElections2019 https://t.co/XmUgV7V0O1",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Who will win Gazipur, Uttar Pradesh? Can Manoj Sinha defeat Afzal Ansari? Watch Lalkar at 8:30 pm @Republic_Bharat 

#PradeepAnalysis #JanKiBaatOnElections2019 #LokSabhaElections2019 https://t.co/DZT0T6BY0t",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""When you do not have a vision and have done nothing in the last four and a half years, you make such allegations.""
#LokSabhaElections2019

https://t.co/6S5YPo34TQ",1,0,1,0,0,0,1,0,0,0,0,0,0,0
". @capt_amarinder used an oath in the name of Dasmesh Pita because he knew  people wouldn't trust any Congress leader without it. Misusing the name of Dasmesh Pita for cheap goals is sacrilege. - S. @officeofssbadal at Mudki, #Ferozepur #LokSabhaElection2019 #RajNahiSewa https://t.co/N6Xa67tKEw",1,0,1,0,0,0,1,1,0,0,0,0,0,0
". @capt_amarinder intimidating his own ministers , MLAs : a bad general passing the buck to soldiers : S. @officeofssbadal leading from the front:  S. @jagmeetbrar7 at Mudki  
#LokSabhaElections #Ferozepur #RajNahiSewa https://t.co/pixDvv0UZ5",0,0,1,0,0,0,1,1,0,0,0,0,0,0
